ORG_CODE,TRANSACTION_TYPE,TRANSACTION_REASON,ITEM_CODE,JOBCARD_NO,TRACK_NO,LINE_NO,TRANSACTION_DATE,TRANSACTION_QUANTITY,TRANSACTION_COST,description,blanktype
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494606,ET24DEC00978SVMO,RMET24DEC00978SVMO/1,1,17-Dec-2024 00:00:00,30,,1.523MOLDBLANK,S3 71.0 +3.00 -5.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494606,ET24DEC00979SVMO,RMET24DEC00979SVMO/1,1,17-Dec-2024 00:00:00,30,,1.523MOLDBLANK,S3 71.0 +3.00 -5.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494607,ET24DEC00980SVMO,RMET24DEC00980SVMO/1,1,17-Dec-2024 00:00:00,30,,1.523MOLDBLANK,S3 71.0 +3.00 -6.50 8.5
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494607,ET24DEC00981SVMO,RMET24DEC00981SVMO/1,1,17-Dec-2024 00:00:00,30,,1.523MOLDBLANK,S3 71.0 +3.00 -6.50 8.5
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494606,ET24DEC00982SVMO,RMET24DEC00982SVMO/1,1,17-Dec-2024 00:00:00,15,,1.523MOLDBLANK,S3 71.0 +3.00 -5.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494606,ET24DEC00983SVMO,RMET24DEC00983SVMO/1,1,17-Dec-2024 00:00:00,15,,1.523MOLDBLANK,S3 71.0 +3.00 -5.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494607,ET24DEC00984SVMO,RMET24DEC00984SVMO/1,1,17-Dec-2024 00:00:00,15,,1.523MOLDBLANK,S3 71.0 +3.00 -6.50 8.5
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494607,ET24DEC00985SVMO,RMET24DEC00985SVMO/1,1,17-Dec-2024 00:00:00,15,,1.523MOLDBLANK,S3 71.0 +3.00 -6.50 8.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494606,ET24DEC00992TB,RMET24DEC00992TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 71.0 +3.00 -5.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494606,ET24DEC00993TB,RMET24DEC00993TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 71.0 +3.00 -5.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494606,ET24DEC00994TB,RMET24DEC00994TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 71.0 +3.00 -5.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494606,ET24DEC00995TB,RMET24DEC00995TB/1,1,17-Dec-2024 00:00:00,9,,1.523MOLDBLANK,S3 71.0 +3.00 -5.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,OPC NOT AVAIL,ET24DEC00996TB,RMET24DEC00996TB/1,1,17-Dec-2024 00:00:00,12,,NONE,S3 71.0 +4.50 -4.50 9.0
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,OPC NOT AVAIL,ET24DEC00997TB,RMET24DEC00997TB/1,1,17-Dec-2024 00:00:00,12,,NONE,S3 71.0 +4.50 -4.50 9.0
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,OPC NOT AVAIL,ET24DEC00998TB,RMET24DEC00998TB/1,1,17-Dec-2024 00:00:00,12,,NONE,S3 71.0 +4.50 -4.50 9.0
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,OPC NOT AVAIL,ET24DEC00999TB,RMET24DEC00999TB/1,1,17-Dec-2024 00:00:00,9,,NONE,S3 71.0 +4.50 -4.50 9.0
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494523,ET24DEC01004TB,RMET24DEC01004TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 75.0 +4.00 -8.25 6.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494523,ET24DEC01005TB,RMET24DEC01005TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 75.0 +4.00 -8.25 6.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494523,ET24DEC01006TB,RMET24DEC01006TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 75.0 +4.00 -8.25 6.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494523,ET24DEC01007TB,RMET24DEC01007TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 75.0 +4.00 -8.25 6.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494395,ET24DEC01008TB,RMET24DEC01008TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 83.0 +6.00 -6.25 8.2
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494395,ET24DEC01009TB,RMET24DEC01009TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 83.0 +6.00 -6.25 8.2
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494522,ET24DEC01048SVMO,RMET24DEC01048SVMO/1,1,17-Dec-2024 00:00:00,24,,1.523MOLDBLANK,S3 75.0 +3.00 -5.00 5.5
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1494522,ET24DEC01049SVMO,RMET24DEC01049SVMO/1,1,17-Dec-2024 00:00:00,24,,1.523MOLDBLANK,S3 75.0 +3.00 -5.00 5.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494604,ET24DEC01050TB,RMET24DEC01050TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 71.0 +2.75 -6.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494604,ET24DEC01051TB,RMET24DEC01051TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 71.0 +2.75 -6.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494604,ET24DEC01052TB,RMET24DEC01052TB/1,1,17-Dec-2024 00:00:00,12,,1.523MOLDBLANK,S3 71.0 +2.75 -6.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD TORIC,$1494604,ET24DEC01053TB,RMET24DEC01053TB/1,1,17-Dec-2024 00:00:00,9,,1.523MOLDBLANK,S3 71.0 +2.75 -6.00 8.5
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1493282,PC24DEC01010SVMO,RMPC24DEC01010SVMO/1,1,17-Dec-2024 00:00:00,1,,1.523MOLDBLANK,S3 185.0 +5.48 -6.22 18.0
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1493282,PC24DEC01011SVMO,RMPC24DEC01011SVMO/1,1,17-Dec-2024 00:00:00,1,,1.523MOLDBLANK,S3 185.0 +5.48 -6.22 18.0
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1493282,PC24DEC01012SVMO,RMPC24DEC01012SVMO/1,1,17-Dec-2024 00:00:00,1,,1.523MOLDBLANK,S3 185.0 +5.48 -6.22 18.0
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1493282,PC24DEC01013SVMO,RMPC24DEC01013SVMO/1,1,17-Dec-2024 00:00:00,1,,1.523MOLDBLANK,S3 185.0 +5.48 -6.22 18.0
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1493282,PC24DEC01014SVMO,RMPC24DEC01014SVMO/1,1,17-Dec-2024 00:00:00,1,,1.523MOLDBLANK,S3 185.0 +5.48 -6.22 18.0
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1493282,PC24DEC01015SVMO,RMPC24DEC01015SVMO/1,1,17-Dec-2024 00:00:00,1,,1.523MOLDBLANK,S3 185.0 +5.48 -6.22 18.0
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1493282,PC24DEC01016SVMO,RMPC24DEC01016SVMO/1,1,17-Dec-2024 00:00:00,1,,1.523MOLDBLANK,S3 185.0 +5.48 -6.22 18.0
VSP,OUTWARD,VISION RM Issue To MOLD SV,$1493282,PC24DEC01017SVMO,RMPC24DEC01017SVMO/1,1,17-Dec-2024 00:00:00,1,,1.523MOLDBLANK,S3 185.0 +5.48 -6.22 18.0
VSP,OUTWARD,VISION RM Issue To LENS C2,$149880400,06382024,RM0638/2024/1,1,17-Dec-2024 00:00:00,200,,1.498C2BLANK,SS-ORG 1.498 SV 80MM POLY C2 BASE +4.00
VSP,OUTWARD,VISION RM Issue To BUTTONSHOP,$1493785,06392024,RM0639/2024/1,1,17-Dec-2024 00:00:00,2160,,1.523MOLDBUTTON,S3 40.0 +6.00 -6.00 6.0
VSP,OUTWARD,VISION RM Issue To LENS C2,$5888819645C,06402024,RM0640/2024/1,1,17-Dec-2024 00:00:00,120,,1.60MR8BLANK,SFSV 1.60 MR-8 75mm UC 4.00 Base
VSP,OUTWARD,VISION RM Issue To LENS C2,$5888827796C,06402024,RM0640/2024/2,2,17-Dec-2024 00:00:00,120,,1.67MR10BLANK,SFSV 1.67 MR-10 75mm UC 2.00 Base
VSP,OUTWARD,VISION RM Issue To LENS C2,$5888827838C,06402024,RM0640/2024/3,3,17-Dec-2024 00:00:00,120,,1.67MR10BLANK,SFSV 1.67 MR-10 75mm UC 6.00 Base
VSP,OUTWARD,VISION RM Issue To LENS C2,$27426824,06402024,RM0640/2024/4,4,17-Dec-2024 00:00:00,180,,1.59POLYBLANK,1.59 POLY SFSV 0400 UNC75PO
VSP,OUTWARD,VISION RM Issue To LENS C2,$149880400,06402024,RM0640/2024/5,5,17-Dec-2024 00:00:00,177,,1.498C2BLANK,SS-ORG 1.498 SV 80MM POLY C2 BASE +4.00
VSP,OUTWARD,VISION RM Issue To LENS C2,$0710106000,06402024,RM0640/2024/6,6,17-Dec-2024 00:00:00,400,,1.53TRIVEXBLANK,TRIVEX SFSV UC 70MM BASE 6.00
VSP,OUTWARD,VISION RM Issue To LENS C2,$0710202000,06402024,RM0640/2024/7,7,17-Dec-2024 00:00:00,300,,1.53TRIVEXBLANK,TRIVEX SFSV UC 75MM BASE 2.00
VSP,OUTWARD,VISION RM Issue To LENS C2,$0710104000,06402024,RM0640/2024/8,8,17-Dec-2024 00:00:00,500,,1.53TRIVEXBLANK,TRIVEX SFSV UC 75MM BASE 4.00
VSP,OUTWARD,VISION RM Issue To LENS C2,$0710205000,06402024,RM0640/2024/9,9,17-Dec-2024 00:00:00,500,,1.53TRIVEXBLANK,TRIVEX SFSV UC 75MM BASE 5.00
